動画URL,サムネイル,いいね数,説明文,楽曲,楽曲URL,文字起こし,文字起こし修正
https://www.tiktok.com/@hensaikitsui/video/7496736446804495623,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIASeegTIAKtGH8QCACIAfKghMTLI9fRAHetwA?lk3s=81f88b70&x-expires=1749106800&x-signature=5XlMG1ywvaq9EvOR8XwNKP3pRL8%3D&shp=81f88b70&shcp=-,196,従業員が家賃滞納してました #借金 #お金ない #借金返済 #貯金 #滞納 #家賃,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7496736546217937665,"だから家賃払うの無理で普通にやばいでしょちょっとうちの従業員が家賃滞納してるって管理会社から連絡あってちょっと今から行きますお疲れーいる?すいませんまた家賃2ヶ月滞納してる?あとは…はいなんでの?飲みが結構多くて飲みそんな行く?なんか月曜日歌舞伎町とかで結構飲みちゃったけど

株式会社?とにかく家賃ちゃんと払わないとさ大変なことになるからさ自分の部分ぐらい我慢できないの?いやーなんかお知っているから好きな人っていうかポストなんですポスト?だから家賃払うのもいいんで

それ普通にやばいでしょ。ないんだもんね。払えないのがしょうがないから。家賃でも1回で払わなくても分割とか相談できるし、俺から相談を管理会社にしとくから。2回目だから。もうホスト行かないで。やばかったっすね。絶対あれ2回追い出してまたホスト行きますよ。家賃3ヶ月とか滞納すると普通に追い出されたりとかするから。",
https://www.tiktok.com/@hensaikitsui/video/7334669863102942482,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okerQqFXGAWgWeGATQo28JXATndMJXASfQweZR?lk3s=81f88b70&x-expires=1749106800&x-signature=M2D9Cu0t%2FSkCQ6pKCieB2BpTiP8%3D&shp=81f88b70&shcp=-,181,※保存しておくと後で見返せます #ブラックリスト　#クレジットカード　#滞納　#借金返済,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7334669898863741697,"2つあって1個目が多重申し込みいわゆる申し込みブラックってやつ例えばクレカ銀行融資消費者金融物品の分割購入などこれを6ヶ月以内に3から6件以上ぐらいやるとブラックリストになる確率がかなり高くなります

正確には企業によってどのぐらいからブラックリスト入りするかっていうのは変わるんですけど大体このぐらいからが多いですね2つ目家賃などの遅延家賃や携帯の分割などこういったものも3ヶ月以上返済をしないと移動といって再建回収業者に再建を渡されてしまうんだよねでこの再建回収業者っていうのはサービサーっていう国に認められた綺麗な再建回収業者のこと昔みたいな激しい取り立てはないんでそこはまあ安心してくださいちなみにブラックでも作れるクレーターについては次の動画で",
https://www.tiktok.com/@hensaikitsui/video/7225569663315397895,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o4bkfYRyEqnRRMYD7weEQIlqBqLBQgBRmjCQlA?lk3s=81f88b70&x-expires=1749106800&x-signature=ddgBPEX6o8VAbze8FUtk5V9nqys%3D&shp=81f88b70&shcp=-,179,,Ambition For Cash - Key Glock,https://www.tiktok.com/music/Ambition-For-Cash-7008944739667937282,今日何したんだよ俺は4000万借りてる先輩やからお金を返してくれと言われて弁護士と一緒に謝罪をしてきたその後追加で新しい4人の弁護士から電話が来た裁判や脅しの書類なんて毎日届く電話で採測されたり怒られることがない日を早く取り戻したいみんな辛いことばっかりだよなでも生きてたらきっといいことあるぜ俺と一緒に頑張ろう,
https://www.tiktok.com/@hensaikitsui/video/7246351190877883655,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ogk2IQKEAnDZCgeOWN3BbegRXBQv0QksRDkTKC?lk3s=81f88b70&x-expires=1749106800&x-signature=QcSbpJGYCC7uMN7%2FvC8GfkNhyoE%3D&shp=81f88b70&shcp=-,172,若いうちにマジで知っておいた方がいいこと #借金　#借金返済の道のり　#詐欺師撲滅　#社長　#借金滞納しすぎた男の末路　#きつい　#差し押さえ #悪徳　#倒産,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,"若いうちに知っておいた方がいいことを教えますお金を滞納すると滞納先の弁護士さんのモーニングコールで朝起きることになります詐欺にあったら最初に警察に行かないでください警察に行って詐欺師が逮捕されたら詐欺師が今払える範囲のお金で返されます数千円しか返ってこない場合もあります詐欺にあったら速攻裁判した方がお金を取れる可能性があるので速攻裁判をしましょう詐欺にあったら警察に行くか裁判をするかすぐに弁護士さんに確認をしましょう詐欺をする人は飛ぶ計画をしたからあなたに近づきます

教えてもらった情報が嘘だったり振り込み先もその人と全く関係のないものだったりすると飛ばれた後に差し押さえをしてもお金が戻ってこない可能性があります5年仲良くしてくれた先輩信頼している先輩の友人自分の会社の社長こんな人たちでもあなたを騙す可能性が大いにあります簡単に人を信じてはいけません信じた結果こうなりました
",
https://www.tiktok.com/@hensaikitsui/video/7468635689488223508,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ooEYA1pSbFFAxEeAIPED35fUQAJfAvqpD4LJHr?lk3s=81f88b70&x-expires=1749106800&x-signature=ubrnrNHkmiieQ%2FocGKjLgXZfQTE%3D&shp=81f88b70&shcp=-,167,即金でお金欲しい時はどうすればいい？ #おすすめ #デュース整理 #借金 #滞納 #お金の勉強 #貯金 #社長,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7468635761227713296,"促進でお金を発してほしいです。どうすればいいですか?借りる以外です。はい。それがあれば、今iPhone買って、そのまま販売するじゃないですか。それもしかしてちょっとグレーなやつですか?カリアで分割したやつを売るとグレーなんですけど、買った販売本みたいなのがあるんですよ。そういうとこがあると、インパクトで買ったやつが、端末に販売されてないんですよ。こっちが合成はないんですよ。

へー、あ、そうなんですね?レジは9%ぐらいで今、課金できるので、クレジットカードが実質的に現金ができると思います。そういうことですね、一括で買えばってことですね。レジとかだったら、うるさくないんで、普通のアメックスでやっちゃうと、普通のアメックスだったらうるさくないんで、そこからリモ払いにしちゃいました。手元にはお金が残るけど、月に先週払いめっちゃ済みだし。えー、えー、ありがとうございます。
",
https://www.tiktok.com/@hensaikitsui/video/7224827289979079954,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oQ1hCv2iEsLCoWIAGDizNAqI8DAfBjdwATiyIs?lk3s=81f88b70&x-expires=1749106800&x-signature=UrDlPo1SBta9Cw1hCX%2Bim%2BxlDgs%3D&shp=81f88b70&shcp=-,161,,Ambition For Cash - Key Glock,https://www.tiktok.com/music/Ambition-For-Cash-7008944739667937282,お前今日何したんだよ俺は借金430万返してきたぞどうやって返してきたかって先輩から借りて返してきたよ借金全然減らないもう毎月こんな感じで生きてる心地がしない一人でいるときついから走りに来たでも俺はハッピーだみんな辛いこと多いよなだけど俺と一緒に頑張ろうぜ,
https://www.tiktok.com/@hensaikitsui/video/7454179147703717127,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8qAlYBAIk3iQWEBz05iE0GvIBXAvcKAHZyyA?lk3s=81f88b70&x-expires=1749106800&x-signature=2hwHavfiLlZOywEIHDF1uP%2B08Tg%3D&shp=81f88b70&shcp=-,155,借金クイズ！全部わかった？#社長 #おすすめ #債務整理 #借金 #滞納 #お金の勉強,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7454179396732078865,"20歳、アコム70万、フリーター。全然借りれます。70ってことは50万超えてる。たぶんゲイ全聴取票出してるんですよ。なんでまだ借りれます?48歳、プロミス300万、失業中。綺麗にはいけないです。綺麗じゃなかったらまあ、嘘ついて借りると、ローン会社に対しての詐欺罪になっちゃう。ダメですね、それは。糸口もない。あんま言えない。

そういう人はもう債務整理してください25歳、住宅ローンで2000万、新卒2年目全然借りれますね借りれるんですか?住宅ローン意外と難しそうな気するんですけどね住宅ローンが通ってれば一番厳しいハイランクのローン通ってるんでしかも2000万の余進ついてるってことはその人全然まだまだ借りれます万万いけちゃう?万万いけます",
https://www.tiktok.com/@hensaikitsui/video/7394418358403222792,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oojbIhgPABUjAIeFNpQUNYL7IkDegIeQCMDoGp?lk3s=81f88b70&x-expires=1749106800&x-signature=u0aeSiafNoBPnorbjErr74jsqZ0%3D&shp=81f88b70&shcp=-,143,相談に乗りましょうか？ #社長 #おすすめ #借金 #債務整理 #滞納,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7394418408090995457,"DMありがとうございます今回ちょっと面談させていただきたいと思うんですけどよろしくお願いしますそもそも借金が数千万あるって書かれてるんですけどどんな状況ですかね実は詐欺に遭いましてもうすぐに返さないといけないんですけど取り立てとか差し押さえとかすごくて前会社の方を経営してたんですけど実は会社のお金持って飛ばれちゃいまして


僕と同じですねじゃあぜひちょっと一緒にやっていきましょう本当ですか?はい普通の求人だと芸者さん来ないんで借金系のTikTokやってなかったら多分出会えてなかったんでそうですよね同じような経験がされてる方に出会えてめちゃくちゃ嬉しいですじゃあぜひよろしくお願いしますお願いいたします
",
https://www.tiktok.com/@hensaikitsui/video/7463389051882573073,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o0ZAAw5CNzB6iLQEAITRrA8rlOSIAPiYrkSvA?lk3s=81f88b70&x-expires=1749106800&x-signature=d%2F8n33xDosngLZ9CKgpUIcVqmas%3D&shp=81f88b70&shcp=-,142,水商売のクレカ+10％は違法？ #社長 #おすすめ #借金 #クレカ #クレジットカード #お金の勉強 #貯金,ルパン風ファンキーな金管　クラブ系ジャズ - Ponetto,https://www.tiktok.com/music/%E3%83%AB%E3%83%91%E3%83%B3%E9%A2%A8%E3%83%95%E3%82%A1%E3%83%B3%E3%82%AD%E3%83%BC%E3%81%AA%E9%87%91%E7%AE%A1-%E3%82%AF%E3%83%A9%E3%83%96%E7%B3%BB%E3%82%B8%E3%83%A3%E3%82%BA-6997861027425880066,"水商会でクレカ切ると10%上のくなるのって合法ですか違法ですか?結論、原則違法なんですよ。カップ販売法っていうのがあって、クレカの加盟店の規約があるんですけど、これの中では原則、現金と同一価格にしないといけないというのがあって、完全に割増料金とか設定したらダメっぽいですよね。

ただラグジュアリー系のお店とかでサービス料金とかシステム料金入れちゃってる場合包括しちゃってる場合っていうのはこれ一応グレーゾーンになるらしいです明確にいくらやるからいくらあげるよっていうのはダメっぽいですねなるほど面白いありがとうございます

",
https://www.tiktok.com/@hensaikitsui/video/7264534879663049986,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/bebe9142e5ed40a0835df23bec6cfa40_1691406342~tplv-dmt-logom:tos-alisg-pv-0037/o0cz9AAZJDDgX3mQEUeDAfnWEoAr6bAIEXbfgZ.image?lk3s=81f88b70&x-expires=1749106800&x-signature=DVI8iX5vzak0hGSQ52QQIeU47%2BM%3D&shp=81f88b70&shcp=-,139,松坂桃李と悩んだ #詐欺師撲滅　#社長　 #悪徳　#倒産　#借金　#借金返済の道　#借金滞納しすぎた男の末路,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7264534903516056322,10万円で月利3%の外貨投資したら10年後いくらになりますか?毎月3%ずつ増えて年利36%だから347万1099円でしょこの人の名前は?,
https://www.tiktok.com/@hensaikitsui/video/7280119662744997138,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYLNNfTChIgEwjhpBINcGQOAIL0VyzqGABikAl?lk3s=81f88b70&x-expires=1749106800&x-signature=Bar8T%2Baa9QdiNJIxGXnsLPRqmMk%3D&shp=81f88b70&shcp=-,135,コンビニに行く誘いを絶対に断らない借金6億奴 #社長　#借金返済 #詐欺師撲滅 #コンビニエンス,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7280119688741276417,,
https://www.tiktok.com/@hensaikitsui/video/7358051247527595272,https://p77-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/b94800a783c54a39a894294f4739d3d8_1713179818?lk3s=81f88b70&x-expires=1749106800&x-signature=h17vACaEYlAdG2vh7bj97drAY%2BM%3D&shp=81f88b70&shcp=-,127,実はこれ本当です #社長 #おすすめ #借金 #差し押さえ #返済 #副業 #ブラック #金融 #引越　#家探し,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7358051283166645008,"ブラックになったら引っ越しできないって本当ですか?いや、嘘だねブラックでも引っ越しはできるよえ、そうなんですか?身体の場合、過去にクレカ大脳して傷があったとしても引っ越しできる可能性がある実は審判会社という審査をする会社を通さなくても契約できる物件もあるよ家賃と現在の収入にもよるんだけど審査を通さなくてもいい物件っていうのは非同産業者に聞いたら大体わかるはず

でも信用情報に大量の利益があると厳しいのは本当審判会社を通す場合の契約はだいぶ難しい賃貸物件には4つの特徴があるよ1つ目、保証会社が独立系の物件保証会社を通さないところだと入居審査に通りやすくなります2、家賃が安い物件家賃を収入の3分の1以下に抑えれば格段に審査が通りやすくなります3、蓄電数が古い物件シンプルに入居希望者が少ないためです4、駅から徒歩10分以上の物件こちらもシンプルに入居希望者が少ないためですブラックについて他に知りたいことあったらコメントして
",
https://www.tiktok.com/@hensaikitsui/video/7222241167092616456,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/7ac4996a046e48b5bbea197f3bd7bf22_1681559069?lk3s=81f88b70&x-expires=1749106800&x-signature=H9s4T%2BjchUbQ9q%2BsZDFoWzsBBKY%3D&shp=81f88b70&shcp=-,123,,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,"俺は総額6億円詐欺に遭った25歳まず5億円ほど詐欺に遭った数ヶ月後追加でとんでもない被害に遭うことになるヤクザにさらわれたのだヤクザなんて普通の人生で絡むことはないと思うが詐欺にヤクザが絡んでることはよく本に弁護士のように間に入ってトラブル処理のお金を稼ぐためだ当時俺は吉尾くんから当時詐欺に遭い出資してくれた人たちに返せるお金がなく生活も苦しかったそんな時吉尾くんから新しくお金集めてこないと今でもお金も返さないぞと強化されていたさらに最悪なことに僕の出資者の中に

もちろんここではさらわれてもいないそう俺がヤクザにさらわれたという嘘をついたのだなぜこんな嘘をついたかというとこんな人でもまだ復帰してみんなで真面目に仕事できるんじゃないかと教科図をやめさせてここから再度スタートを切ろうと提案するためだった俺はそのヤクザっぽい一般人の友人の背中の写真を撮ってヨシオくんに送りヤクザに詰められたのでこれ以上無理ですと嘘をついたなんとかヨシオくんからの教科図から離れることができたあのままヨシオくんからの教科図が続いていたらダメだと分かっていてもお金集めを続けてしまっていたかもしれないそれくらい追い込ま

ちなみにお食の暴言や恐喝はかなりエグいので後で公開したいと思う",
https://www.tiktok.com/@hensaikitsui/video/7289768065577897234,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oE8RHKDkVpN5IqQXEEUzdAgInbAMeBCnKBflnQ?lk3s=81f88b70&x-expires=1749106800&x-signature=UjDo1b3oKo0wCw%2BWzSPagWLmWdY%3D&shp=81f88b70&shcp=-,121,6億詐欺された壮絶な人生 #社長　#借金返済 #詐欺師撲滅 #自己破産　#借金ストーリ　#街頭インタビュー,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7289768128979045122,"合計6億ぐらいまで行きましたね何歳ぐらいの時ですか?25の代25で6億借金したってことですか?そうなんですよ詐欺られた内訳ってどんな感じなんですか?5億ぐらいがキッチンカーの事業投資で社長に飛ばれて4千万ぐらいがフィリピンの時計の投資で飛ばれて4百万ぐらいが船で飛ばれました買ったってことですか?漁船買ったんですよ漁船買ったら飛ばれました

買った後その船が届かなかったってことですか?そうです。船が多分いろんな所有者がいて結局僕のものにならなかったんですよ。多分同じような詐欺にやってる人何人かいてネットで調べたら携帯電話番号を検索できるサイトあるじゃないですか。あそこにそいつの名前が載っててこの人にやられましたみたいなのが何個かあってそれあげた後に気づいたんですよね。

最初の5億下げられた時にお金返さなきゃいけないから大きいお金が欲しくって下げられたみたいなことがでかいんですか?そうですね多分詐欺やってる人同じ経験してると思うんですけどスピード感上げないといけないんで利益率が高い話どっかっちゃいがちなんですよねそれが2回連チャンでいきましたねその時どんな感じだったんですか?

目先がもう忙しすぎてトラブルの対応が半分以上だったんでどういうトラブルが多かったですか?弁護士からモニコが来て書面も来て知らない人とグループライン組まれて結構オラオラ系の人が繋がれて自分の店に来てるのでそれの謝罪とかですねあとその進捗の報告とかですかね

いやーそれ壮絶すぎますねでもそれを返していくっていうことなんですよねでも今めっちゃ増えてますけどね逆に?逆に増えてんの?増えます",
https://www.tiktok.com/@hensaikitsui/video/7434122863646477575,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o4vHeAEIIBgnRTKfrTFUrxQC23938EAMDB0RDp?lk3s=81f88b70&x-expires=1749106800&x-signature=e7xITa04%2FVy%2BJjdv4P1kPhLbzms%3D&shp=81f88b70&shcp=-,118,あなたの借金額は？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7434122951873563409,"5800万ぐらいはすいませんはいリクトクの企画で借金額インタビューしてるんですけどあれもしかして6億に来たんですかえフォローしてますよマジですかありがとうございますちなみに借金の総額とか聞いてもいいですかいやーちょっと言いづらいですけど5800万ぐらいはありますね5800すか5800すいやまあローン組んでるであいえとかですよ車とか

それも健全な借金ですねまあ一応そうなんですねなんで今日キャッシングしたんですか?実は自分自身お小遣い制でたまにちょっと足りない時に借りたりしてるんですよねあそうなんですね今日ちなみにおいくら借りたんですか?30万リアルな数字ですねちょっとこれからお気に入りのこのとこのみ行ってくるんでちなみに僕今TikTokで借金の減額診断とかやってるんですけど興味とかあります?めちゃめちゃありますよあ本当ですか?じゃあぜひ僕のプロフィールのリンクからぜひ連絡してください本当ですか?しますありがとうございます
",
https://www.tiktok.com/@hensaikitsui/video/7382168640398822674,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYBVAuOcqF5K0ErBEmEDf0fyI8gTgrnyBQyy5R?lk3s=81f88b70&x-expires=1749106800&x-signature=9RxBZ7J6NJiLGpH%2FXLmq7i2V92o%3D&shp=81f88b70&shcp=-,118,働きたい人🙋 #社長 #おすすめ #借金 #副業 #営業 #働きたい #求人,感動シーンに合うオルゴール曲、BGM - しゅうまっちゃ,https://www.tiktok.com/music/%E6%84%9F%E5%8B%95%E3%82%B7%E3%83%BC%E3%83%B3%E3%81%AB%E5%90%88%E3%81%86%E3%82%AA%E3%83%AB%E3%82%B4%E3%83%BC%E3%83%AB%E6%9B%B2BGM-7133322290510432257,"TikTokから1名採用した。俺は借金6億の27歳。詐欺に遭ったことを発信し続けたところ、なんとTikTokで一緒に働きたいというコメントが大量に来た。ありがとうございます。借金を返しながらの面談はきつかったが、一緒にやりましょう。その中で1人ついに一緒に働ける人が見つかった。これから一緒に仕事をしていくのが楽しみだ。ちなみに俺の会社で現在募集中なのは、2Bの営業マン。6月限定で募集してる。興味があったら連絡してきて、質問はコメント欄。
",
https://www.tiktok.com/@hensaikitsui/video/7371782039844031762,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o4dib1LLEJ9Co0JABNtBfApIpAAiC0uwB9NzIz?lk3s=81f88b70&x-expires=1749106800&x-signature=kGOKQM%2FYvDZ20PmRM5KznPtQaZA%3D&shp=81f88b70&shcp=-,116,,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7371782069539687185,"100万借金したら人生終了ですか?全く問題ないてか俺去年6億借金してるからもうこれ以上ないってぐらいブラックだし家賃も払えなかったでも今はクレカも作れてる借金って人生積んだってイメージあるけど一気に返そうとかちゃんと言われた額をしっかり返そうって思うからそうなるだけ借りてるのが個人なのか業者からなのか

それによって立ち回りは違うんだけど基本的には今返せる分だけを交渉した方がいい自分でこれ交渉するとメンタルめっちゃやられるからもうこれは弁護士さんに丸投げで任意整理っていうのをするといいマックス7年分割とかで交渉してきてくれるからアカシア様も6億借金してたけどめちゃくちゃ活躍してるしねこれ聞いて自分にはできないじゃなくて自分にもできるようにどんどん情報を取り入れていこう悩んだらコメントして",
https://www.tiktok.com/@hensaikitsui/video/7319825951062347015,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/01ab6e2f72c44c58b9d53cdaf5ce6a4b_1704279798?lk3s=81f88b70&x-expires=1749106800&x-signature=ErBnxAbi7SrTuhDcvfQny5GkDtM%3D&shp=81f88b70&shcp=-,114,シェアして友だちに教えて #社長　#借金返済 #自己破産　#多重債務者 #詐欺師撲滅 #サイコパス,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7319825996206181121,この目の人はやばいです目は心の状態を表すって言われてますこういう目を持ってる人はやばい人が多い傾向にありますそれはしゃがむ白目が上に多く現れてる目は盗み癖や残忍性がある人に多いと言われてますあくまでそういったデータがあるだけですが関わり方には気をつけましょう,
https://www.tiktok.com/@hensaikitsui/video/7441200277463633170,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okRl0AzdEYXAU2PiAEBBFMBPiZAlA08DIKEoy?lk3s=81f88b70&x-expires=1749106800&x-signature=5tpxtEX94yoUJ035YaoWokFtm6w%3D&shp=81f88b70&shcp=-,112,あなたはいくら？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7441200303590902529,"友達からの借金も減額ってできるんですか?もしかして借金の人?はい、TikTokやってます見たことありますありがとうございますちなみにどうで働いてらっしゃるんですか?アパレルですそうなんですねちなみに借金とかあったらおいくらか教えてもらっていいですか?

70万円ですちなみに今おいくつなんですか?18歳です15歳ってその借金できましたか?友達にも借りててなるほどなんでそんな借りてるんですか?年婚とかにちょっと年婚ってなんですか?

メンズコンカフェです私めっちゃ見ついちゃうんですよ池袋にめっちゃ推しの人がいてでも最近年格されるんで行ってないんです私18なんで最近の子すごいっすよちなみに僕今借金の減額診断とかやってるんですけど興味あったりします?友達からの借金も減額ってできるんですか?友達ではなくなっちゃいますけど全然大丈夫ですマジっすか?じゃあプロフィールの方から試してみてくださいありがとうございます",
https://www.tiktok.com/@hensaikitsui/video/7442656118431599880,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8W6oZSGBI1FMJ0fA1iDU8RG3BfjnIBIiygJES?lk3s=81f88b70&x-expires=1749106800&x-signature=5rz9gJaCBsiSYb98Q31vRbD1%2B6M%3D&shp=81f88b70&shcp=-,105,安く買いたいものある？　#社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #クロムハーツ #トリプルクロス,Escort - もっぴーさうんど,https://www.tiktok.com/music/Escort-7317218306904049665,"クロムハーツを安く買う方法を教えてください。クロムの新品買うんだったら、今1個しかやり方ないんですけど、昔はもう1個あって、株主優待を買って、それで15%とか30%オフとかで買えたんですけど、今はもう1個のやり方しかなくて、これはもうシャワリですね。14位割引を使うしかなくて。

昔は50%オフとかだった時もあったみたいなんですけど友人割引で15%とか昔はあったんですけどこれも今友人に買う前提でシャワリー使うとこれクビになっちゃうんで気をつけてほしいんですけどこっそり買ってもらったら今でも15%オフでシャワリーで買えますってことはスタッフと仲良くなる仲良くなるしかないです",
https://www.tiktok.com/@hensaikitsui/video/7425590861725011218,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/20cba5ac403e4292866abb17c9899074_1728905106?lk3s=81f88b70&x-expires=1749106800&x-signature=MuhX0geqh%2Fyi8wgWN51y0kW%2B%2FL8%3D&shp=81f88b70&shcp=-,103,プロフ見て #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック　#投資　#クレカ,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7425590883645786897,ブラックでも作れるクレカめっちゃ問い合わせきてますねそうだねちなみになんでブラックでもクレカ作れるんですかこれ法人限定になっちゃうんだけど紹介してるカードはアップサイダーってカードで独自の審査基準でやってる珍しい余震の出し方なんだよねだからブラックってだけで審査に落とされない可能性も全然あるわけそもそも6億借金してる俺が作れてるからねあれ枠いくらあるんでしたっけ2000万いや普通の人より高いな作りたい人はプロフのリンクから申し込んで,
